  0.00,	  0.00,	  1.40,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	  0.00,	  0.70,	 -0.35,	  0.00,	  0.00,	 -0.44,	  0.00,	  0.70,	 -0.35,	  0.00,	  1.40,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.10,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.13,	  0.09,	  0.53,	 -0.49,	 -0.11,	  0.00,	 -0.47,	  0.13,	  0.69,	 -0.31,	 -0.16,	  1.69,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.09,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.12,	  0.09,	  0.52,	 -0.49,	 -0.11,	  0.00,	 -0.46,	  0.13,	  0.69,	 -0.32,	 -0.17,	  1.71,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.07,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.11,	  0.09,	  0.51,	 -0.49,	 -0.12,	  0.00,	 -0.46,	  0.14,	  0.69,	 -0.32,	 -0.17,	  1.72,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.06,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.10,	  0.10,	  0.52,	 -0.50,	 -0.12,	  0.00,	 -0.45,	  0.14,	  0.70,	 -0.33,	 -0.18,	  1.73,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.05,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.11,	  0.10,	  0.54,	 -0.52,	 -0.13,	  0.00,	 -0.45,	  0.14,	  0.70,	 -0.34,	 -0.18,	  1.74,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.05,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.13,	  0.10,	  0.59,	 -0.54,	 -0.13,	  0.00,	 -0.44,	  0.15,	  0.70,	 -0.34,	 -0.18,	  1.74,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.05,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.17,	  0.10,	  0.65,	 -0.57,	 -0.13,	  0.00,	 -0.44,	  0.15,	  0.70,	 -0.35,	 -0.18,	  1.75,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.05,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.21,	  0.11,	  0.72,	 -0.60,	 -0.13,	  0.00,	 -0.43,	  0.15,	  0.70,	 -0.35,	 -0.18,	  1.74,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.05,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.26,	  0.11,	  0.80,	 -0.63,	 -0.13,	  0.00,	 -0.43,	  0.15,	  0.70,	 -0.35,	 -0.18,	  1.74,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.06,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.32,	  0.10,	  0.87,	 -0.64,	 -0.13,	  0.00,	 -0.42,	  0.15,	  0.70,	 -0.36,	 -0.18,	  1.73,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.07,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.38,	  0.10,	  0.94,	 -0.65,	 -0.13,	  0.00,	 -0.42,	  0.14,	  0.70,	 -0.36,	 -0.18,	  1.72,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.09,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	  0.10,	  1.00,	 -0.65,	 -0.13,	  0.00,	 -0.41,	  0.14,	  0.69,	 -0.37,	 -0.18,	  1.71,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.10,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.50,	  0.10,	  1.05,	 -0.63,	 -0.12,	  0.00,	 -0.41,	  0.14,	  0.69,	 -0.37,	 -0.17,	  1.69,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.12,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.55,	  0.09,	  1.07,	 -0.61,	 -0.12,	  0.00,	 -0.40,	  0.14,	  0.69,	 -0.38,	 -0.17,	  1.67,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.14,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.60,	  0.09,	  1.08,	 -0.57,	 -0.11,	  0.00,	 -0.40,	  0.13,	  0.69,	 -0.38,	 -0.16,	  1.65,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.16,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.64,	  0.08,	  1.08,	 -0.52,	 -0.11,	  0.00,	 -0.39,	  0.13,	  0.69,	 -0.39,	 -0.16,	  1.63,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.19,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.67,	  0.08,	  1.05,	 -0.47,	 -0.10,	  0.00,	 -0.38,	  0.12,	  0.69,	 -0.39,	 -0.15,	  1.61,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.21,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.68,	  0.07,	  1.01,	 -0.42,	 -0.09,	  0.00,	 -0.37,	  0.11,	  0.69,	 -0.40,	 -0.14,	  1.58,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.24,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.69,	  0.06,	  0.97,	 -0.37,	 -0.08,	  0.00,	 -0.37,	  0.11,	  0.69,	 -0.41,	 -0.13,	  1.56,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.26,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.68,	  0.06,	  0.91,	 -0.32,	 -0.07,	  0.00,	 -0.36,	  0.10,	  0.68,	 -0.41,	 -0.12,	  1.53,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.29,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.66,	  0.05,	  0.85,	 -0.27,	 -0.06,	  0.00,	 -0.35,	  0.09,	  0.68,	 -0.42,	 -0.11,	  1.50,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.32,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.64,	  0.03,	  0.79,	 -0.24,	 -0.04,	  0.00,	 -0.34,	  0.08,	  0.67,	 -0.43,	 -0.10,	  1.47,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.35,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.61,	  0.02,	  0.74,	 -0.21,	 -0.03,	  0.00,	 -0.32,	  0.07,	  0.67,	 -0.43,	 -0.08,	  1.44,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.38,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.59,	  0.01,	  0.70,	 -0.20,	 -0.01,	  0.00,	 -0.31,	  0.05,	  0.66,	 -0.44,	 -0.07,	  1.41,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.41,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.57,	 -0.00,	  0.67,	 -0.19,	  0.00,	  0.00,	 -0.29,	  0.04,	  0.65,	 -0.45,	 -0.05,	  1.38,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.44,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.55,	 -0.02,	  0.66,	 -0.20,	  0.02,	  0.00,	 -0.28,	  0.02,	  0.64,	 -0.46,	 -0.03,	  1.35,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.47,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.54,	 -0.04,	  0.67,	 -0.22,	  0.04,	  0.00,	 -0.26,	  0.01,	  0.63,	 -0.46,	 -0.01,	  1.32,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.50,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.53,	 -0.05,	  0.68,	 -0.23,	  0.06,	  0.00,	 -0.24,	 -0.01,	  0.62,	 -0.47,	  0.01,	  1.29,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.53,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.52,	 -0.06,	  0.68,	 -0.25,	  0.08,	  0.00,	 -0.22,	 -0.02,	  0.61,	 -0.48,	  0.03,	  1.26,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.56,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.51,	 -0.08,	  0.69,	 -0.26,	  0.10,	  0.00,	 -0.20,	 -0.03,	  0.60,	 -0.48,	  0.04,	  1.24,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.58,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.50,	 -0.09,	  0.69,	 -0.27,	  0.11,	  0.00,	 -0.19,	 -0.05,	  0.59,	 -0.48,	  0.06,	  1.21,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.61,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.50,	 -0.10,	  0.69,	 -0.28,	  0.12,	  0.00,	 -0.18,	 -0.06,	  0.58,	 -0.49,	  0.07,	  1.19,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.63,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.49,	 -0.11,	  0.69,	 -0.29,	  0.13,	  0.00,	 -0.16,	 -0.06,	  0.56,	 -0.49,	  0.08,	  1.16,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.65,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.48,	 -0.11,	  0.69,	 -0.30,	  0.14,	  0.00,	 -0.15,	 -0.07,	  0.55,	 -0.49,	  0.09,	  1.14,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.67,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.48,	 -0.12,	  0.69,	 -0.30,	  0.15,	  0.00,	 -0.14,	 -0.08,	  0.54,	 -0.49,	  0.10,	  1.12,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.69,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.47,	 -0.13,	  0.69,	 -0.31,	  0.16,	  0.00,	 -0.13,	 -0.09,	  0.53,	 -0.49,	  0.11,	  1.10,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.71,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.46,	 -0.13,	  0.69,	 -0.32,	  0.17,	  0.00,	 -0.12,	 -0.09,	  0.52,	 -0.49,	  0.11,	  1.09,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.72,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.46,	 -0.14,	  0.69,	 -0.32,	  0.17,	  0.00,	 -0.11,	 -0.09,	  0.51,	 -0.49,	  0.12,	  1.07,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.73,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.45,	 -0.14,	  0.70,	 -0.33,	  0.18,	  0.00,	 -0.10,	 -0.10,	  0.52,	 -0.50,	  0.12,	  1.06,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.74,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.45,	 -0.14,	  0.70,	 -0.34,	  0.18,	  0.00,	 -0.11,	 -0.10,	  0.54,	 -0.52,	  0.13,	  1.05,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.74,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.15,	  0.70,	 -0.34,	  0.18,	  0.00,	 -0.13,	 -0.10,	  0.59,	 -0.54,	  0.13,	  1.05,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.75,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	 -0.15,	  0.70,	 -0.35,	  0.18,	  0.00,	 -0.17,	 -0.10,	  0.65,	 -0.57,	  0.13,	  1.05,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.74,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.43,	 -0.15,	  0.70,	 -0.35,	  0.18,	  0.00,	 -0.21,	 -0.11,	  0.72,	 -0.60,	  0.13,	  1.05,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.74,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.43,	 -0.15,	  0.70,	 -0.35,	  0.18,	  0.00,	 -0.26,	 -0.11,	  0.80,	 -0.63,	  0.13,	  1.05,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.73,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.42,	 -0.15,	  0.70,	 -0.36,	  0.18,	  0.00,	 -0.32,	 -0.10,	  0.87,	 -0.64,	  0.13,	  1.06,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.72,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.42,	 -0.14,	  0.70,	 -0.36,	  0.18,	  0.00,	 -0.38,	 -0.10,	  0.94,	 -0.65,	  0.13,	  1.07,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.71,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.41,	 -0.14,	  0.69,	 -0.37,	  0.18,	  0.00,	 -0.44,	 -0.10,	  1.00,	 -0.65,	  0.13,	  1.09,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.69,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.41,	 -0.14,	  0.69,	 -0.37,	  0.17,	  0.00,	 -0.50,	 -0.10,	  1.05,	 -0.63,	  0.12,	  1.10,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.67,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.40,	 -0.14,	  0.69,	 -0.38,	  0.17,	  0.00,	 -0.55,	 -0.09,	  1.07,	 -0.61,	  0.12,	  1.12,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.65,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.40,	 -0.13,	  0.69,	 -0.38,	  0.16,	  0.00,	 -0.60,	 -0.09,	  1.08,	 -0.57,	  0.11,	  1.14,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.63,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.39,	 -0.13,	  0.69,	 -0.39,	  0.16,	  0.00,	 -0.64,	 -0.08,	  1.08,	 -0.52,	  0.11,	  1.16,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.61,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.38,	 -0.12,	  0.69,	 -0.39,	  0.15,	  0.00,	 -0.67,	 -0.08,	  1.05,	 -0.47,	  0.10,	  1.19,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.58,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.37,	 -0.11,	  0.69,	 -0.40,	  0.14,	  0.00,	 -0.68,	 -0.07,	  1.01,	 -0.42,	  0.09,	  1.21,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.56,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.37,	 -0.11,	  0.69,	 -0.41,	  0.13,	  0.00,	 -0.69,	 -0.06,	  0.97,	 -0.37,	  0.08,	  1.24,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.53,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.36,	 -0.10,	  0.68,	 -0.41,	  0.12,	  0.00,	 -0.68,	 -0.06,	  0.91,	 -0.32,	  0.07,	  1.26,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.50,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.35,	 -0.09,	  0.68,	 -0.42,	  0.11,	  0.00,	 -0.66,	 -0.05,	  0.85,	 -0.27,	  0.06,	  1.29,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.47,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.34,	 -0.08,	  0.67,	 -0.43,	  0.10,	  0.00,	 -0.64,	 -0.04,	  0.79,	 -0.24,	  0.04,	  1.32,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.44,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.32,	 -0.07,	  0.67,	 -0.43,	  0.08,	  0.00,	 -0.61,	 -0.02,	  0.74,	 -0.21,	  0.03,	  1.35,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.41,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.31,	 -0.05,	  0.66,	 -0.44,	  0.07,	  0.00,	 -0.59,	 -0.01,	  0.70,	 -0.20,	  0.01,	  1.38,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.38,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.29,	 -0.04,	  0.65,	 -0.45,	  0.05,	  0.00,	 -0.57,	  0.00,	  0.67,	 -0.19,	 -0.00,	  1.41,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.35,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.28,	 -0.02,	  0.65,	 -0.46,	  0.03,	  0.00,	 -0.55,	  0.02,	  0.66,	 -0.20,	 -0.02,	  1.44,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.32,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.26,	 -0.01,	  0.63,	 -0.46,	  0.01,	  0.00,	 -0.54,	  0.04,	  0.67,	 -0.22,	 -0.04,	  1.47,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.29,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.24,	  0.01,	  0.62,	 -0.47,	 -0.01,	  0.00,	 -0.53,	  0.05,	  0.68,	 -0.23,	 -0.06,	  1.50,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.26,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.22,	  0.02,	  0.61,	 -0.48,	 -0.03,	  0.00,	 -0.52,	  0.06,	  0.68,	 -0.25,	 -0.08,	  1.53,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.24,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.21,	  0.03,	  0.60,	 -0.48,	 -0.04,	  0.00,	 -0.51,	  0.08,	  0.69,	 -0.26,	 -0.10,	  1.56,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.21,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.19,	  0.05,	  0.59,	 -0.48,	 -0.06,	  0.00,	 -0.50,	  0.09,	  0.69,	 -0.27,	 -0.11,	  1.58,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.19,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.18,	  0.06,	  0.58,	 -0.49,	 -0.07,	  0.00,	 -0.50,	  0.10,	  0.69,	 -0.28,	 -0.12,	  1.61,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.16,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.16,	  0.06,	  0.56,	 -0.49,	 -0.08,	  0.00,	 -0.49,	  0.11,	  0.69,	 -0.29,	 -0.13,	  1.63,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.14,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.15,	  0.07,	  0.55,	 -0.49,	 -0.09,	  0.00,	 -0.48,	  0.11,	  0.69,	 -0.30,	 -0.14,	  1.65,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.12,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.14,	  0.08,	  0.54,	 -0.49,	 -0.10,	  0.00,	 -0.48,	  0.12,	  0.69,	 -0.30,	 -0.15,	  1.67,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.10,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.13,	  0.08,	  0.53,	 -0.49,	 -0.11,	  0.00,	 -0.47,	  0.13,	  0.69,	 -0.31,	 -0.16,	  1.69,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.09,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.12,	  0.09,	  0.52,	 -0.49,	 -0.11,	  0.00,	 -0.46,	  0.13,	  0.69,	 -0.32,	 -0.16,	  1.71,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.07,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.11,	  0.09,	  0.51,	 -0.49,	 -0.12,	  0.00,	 -0.46,	  0.14,	  0.69,	 -0.32,	 -0.17,	  1.72,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.06,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.10,	  0.10,	  0.52,	 -0.50,	 -0.12,	  0.00,	 -0.45,	  0.14,	  0.70,	 -0.33,	 -0.17,	  1.73,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.05,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.11,	  0.10,	  0.54,	 -0.52,	 -0.13,	  0.00,	 -0.45,	  0.14,	  0.70,	 -0.33,	 -0.18,	  1.74,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.05,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.13,	  0.10,	  0.59,	 -0.54,	 -0.13,	  0.00,	 -0.44,	  0.14,	  0.70,	 -0.34,	 -0.18,	  1.74,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.05,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.17,	  0.10,	  0.65,	 -0.57,	 -0.13,	  0.00,	 -0.44,	  0.15,	  0.70,	 -0.34,	 -0.18,	  1.75,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.05,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.21,	  0.10,	  0.73,	 -0.60,	 -0.13,	  0.00,	 -0.43,	  0.15,	  0.70,	 -0.35,	 -0.18,	  1.74,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.05,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.26,	  0.10,	  0.80,	 -0.63,	 -0.13,	  0.00,	 -0.43,	  0.15,	  0.70,	 -0.35,	 -0.18,	  1.74,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.06,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.32,	  0.10,	  0.88,	 -0.64,	 -0.13,	  0.00,	 -0.42,	  0.15,	  0.70,	 -0.36,	 -0.18,	  1.73,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.07,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.38,	  0.10,	  0.94,	 -0.65,	 -0.13,	  0.00,	 -0.42,	  0.14,	  0.70,	 -0.36,	 -0.18,	  1.72,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.09,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.44,	  0.10,	  1.00,	 -0.65,	 -0.12,	  0.00,	 -0.41,	  0.14,	  0.70,	 -0.37,	 -0.18,	  1.71,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.10,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.50,	  0.10,	  1.05,	 -0.63,	 -0.12,	  0.00,	 -0.41,	  0.14,	  0.69,	 -0.37,	 -0.17,	  1.69,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.12,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.56,	  0.09,	  1.07,	 -0.61,	 -0.12,	  0.00,	 -0.40,	  0.14,	  0.69,	 -0.38,	 -0.17,	  1.67,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.14,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.60,	  0.09,	  1.08,	 -0.57,	 -0.11,	  0.00,	 -0.40,	  0.13,	  0.69,	 -0.38,	 -0.16,	  1.65,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.16,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.64,	  0.08,	  1.08,	 -0.52,	 -0.10,	  0.00,	 -0.39,	  0.12,	  0.69,	 -0.39,	 -0.16,	  1.63,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.19,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.67,	  0.08,	  1.05,	 -0.47,	 -0.10,	  0.00,	 -0.38,	  0.12,	  0.69,	 -0.39,	 -0.15,	  1.61,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.21,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.69,	  0.07,	  1.01,	 -0.42,	 -0.09,	  0.00,	 -0.38,	  0.11,	  0.69,	 -0.40,	 -0.14,	  1.58,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.24,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.69,	  0.06,	  0.96,	 -0.36,	 -0.08,	  0.00,	 -0.37,	  0.10,	  0.69,	 -0.40,	 -0.13,	  1.56,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.26,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.68,	  0.05,	  0.91,	 -0.31,	 -0.07,	  0.00,	 -0.36,	  0.10,	  0.68,	 -0.41,	 -0.12,	  1.53,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.29,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.66,	  0.04,	  0.85,	 -0.27,	 -0.05,	  0.00,	 -0.35,	  0.09,	  0.68,	 -0.42,	 -0.11,	  1.50,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.32,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.64,	  0.03,	  0.79,	 -0.23,	 -0.04,	  0.00,	 -0.34,	  0.07,	  0.68,	 -0.42,	 -0.09,	  1.47,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.35,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.62,	  0.02,	  0.74,	 -0.21,	 -0.03,	  0.00,	 -0.33,	  0.06,	  0.67,	 -0.43,	 -0.08,	  1.44,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.38,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.59,	  0.01,	  0.70,	 -0.19,	 -0.01,	  0.00,	 -0.31,	  0.05,	  0.66,	 -0.44,	 -0.06,	  1.41,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.41,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.57,	 -0.01,	  0.67,	 -0.19,	  0.01,	  0.00,	 -0.30,	  0.04,	  0.66,	 -0.45,	 -0.05,	  1.38,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.44,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.55,	 -0.02,	  0.66,	 -0.19,	  0.03,	  0.00,	 -0.28,	  0.02,	  0.65,	 -0.45,	 -0.03,	  1.35,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.47,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.54,	 -0.04,	  0.67,	 -0.21,	  0.05,	  0.00,	 -0.26,	  0.00,	  0.64,	 -0.46,	 -0.00,	  1.32,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.50,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.53,	 -0.05,	  0.67,	 -0.23,	  0.07,	  0.00,	 -0.25,	 -0.01,	  0.63,	 -0.47,	  0.01,	  1.29,	 -0.35,	  1.40,	  1.57
  0.00,	  0.00,	  1.53,	  0.35,	 -1.40,	 -1.57,	  0.00,	 -0.53,	 -0.07,	  0.68,	 -0.24,	  0.08,	  0.00,	 -0.23,	 -0.03,	  0.62,	 -0.47,	  0.03,	  1.26,	 -0.35,	  1.40,	  1.57
